document_id,passage_count,original_mean,shuffled_mean,original_actor_overlap_proportion,shuffled_actor_overlap_proportion
001-112534,88,0.5436089076529974,0.41079156875781636,0.9130434782608695,0.7966666666666666
001-113390,67,0.6073443298086976,0.4905611804037383,0.7931034482758621,0.6181743256743257
001-113460,53,0.6074528344548665,0.5234866826006999,0.9523809523809523,0.39623376623376616
001-114076,81,0.5817376561462879,0.3914117216644809,0.9090909090909091,0.7223529411764706
001-115395,32,0.5054859129651901,0.38126047948195085,0.9230769230769231,0.9028571428571428
001-115862,58,0.5439412878793582,0.4359720375977064,0.9032258064516129,0.7276135190918473
001-115868,84,0.6051742544016206,0.45733121353459644,0.8863636363636364,0.7107947704469444
001-116020,125,0.5914068140329853,0.45763519181599543,0.8787878787878788,0.5111166049246545
001-116076,68,0.5336705722025971,0.4552977718524079,0.8823529411764706,0.38578861369109047
001-116186,86,0.5763609451406142,0.39649383162203083,0.6923076923076923,0.6147577276524646
001-116413,165,0.6111640933810211,0.36985510243301667,0.8958333333333334,0.6192873303167421
001-120071,62,0.5748824135201877,0.44926287622847516,0.7142857142857143,0.6218540669856459
001-120959,35,0.4944853283026639,0.3648915481479729,0.8235294117647058,0.926984126984127
001-121906,83,0.553989492447638,0.4636197656665633,1.0,0.6555693815987933
001-122426,70,0.5213794919891633,0.37876763595942997,0.8571428571428571,0.6384726522187821
001-122716,197,0.5409918368166807,0.3945600995869965,0.8297872340425532,0.4250915750915751
001-122975,79,0.5696538298940047,0.4047922944793335,0.8529411764705882,0.7130128205128206
001-127229,97,0.5983225417633852,0.42468421281470603,0.8421052631578947,0.7533333333333333
001-128043,171,0.5921099771471584,0.4150817558673374,0.9464285714285714,0.4187193527296502
001-128198,33,0.5231100232340395,0.40178320053964856,1.0,1.0
001-138580,116,0.629452406582625,0.5108631697685823,0.8888888888888888,0.5482896765700287
001-138603,37,0.5742552189363374,0.4348643674411708,0.9047619047619048,0.8028071928071927
001-138992,168,0.6035193268678145,0.47979629263058754,0.8518518518518519,0.3764945451864956
001-140022,50,0.5464876044769676,0.3801891166336682,0.9166666666666666,0.7410714285714286
001-140927,48,0.5555201141124076,0.4201480188268296,0.8888888888888888,0.695217823971694
001-141170,39,0.5520454880438352,0.41152237987047746,0.8666666666666667,0.7476190476190476
001-142398,35,0.5571648684494636,0.3742573724950061,0.5555555555555556,0.5142857142857142
001-142673,51,0.602131307721138,0.46400687769055365,0.88,0.4924242424242424
001-144661,82,0.5816786399594059,0.39733388613403575,0.7954545454545454,0.6878350055741359
001-144672,180,0.6340444066338033,0.5217945841354366,0.8235294117647058,0.5869221858874105
001-144935,42,0.5653545496667304,0.42311485707759855,0.8260869565217391,0.8102197802197801
