document_id,passage_count,original_mean,shuffled_mean,original_actor_overlap_proportion,shuffled_actor_overlap_proportion
001-89813,45,0.5830795270475474,0.4475853393870321,0.7368421052631579,0.4766233766233766
001-89964,54,0.5585649232819395,0.40111297534884144,0.8888888888888888,0.5447619047619048
001-90051,135,0.597170496832079,0.4431000397498927,0.9041095890410958,0.6440782245660295
001-90433,83,0.5824079284580742,0.40138996376133546,0.7272727272727273,0.5
001-90627,30,0.5209645700865778,0.3775981006437335,0.8333333333333334,0.575
001-90755,30,0.49210331049458733,0.4045229325006748,0.7777777777777778,0.4156954156954157
001-90967,65,0.5117021806072444,0.3822424013633281,0.6333333333333333,0.5680844645550528
001-90969,67,0.5368469382325808,0.3853053781401479,0.8214285714285714,0.5602564102564103
001-90975,57,0.54781663151724,0.435382717342249,0.8333333333333334,0.5506837606837607
001-90977,67,0.5378863104816639,0.3811622575842634,0.7037037037037037,0.36029914529914536
001-92147,37,0.5474798588289155,0.3970436858220233,0.8666666666666667,0.7455555555555555
001-92418,67,0.5980622172355652,0.4951601186485002,0.9230769230769231,0.6588383838383839
001-92572,36,0.5280205002852849,0.4172626073445593,0.7894736842105263,0.5554822954822954
001-92767,53,0.6066974722422086,0.4628917255940346,0.8823529411764706,0.5683333333333332
001-93250,115,0.5956180815895399,0.4270191127009559,0.8214285714285714,0.5366666666666666
001-93419,68,0.5824327869201774,0.4567575178039608,0.7272727272727273,0.5544117647058824
001-93690,72,0.5414582931659591,0.3975300375686984,0.8823529411764706,0.6091950464396284
001-94204,128,0.5200492789543519,0.3677835047014028,0.7567567567567568,0.544301822208799
001-94206,145,0.522926394517223,0.349764316322075,0.76,0.5748230802146078
001-94214,163,0.5642658023186672,0.31357856880292084,0.8478260869565217,0.5345098039215687
001-94222,71,0.5769199437328747,0.3721355414656241,0.8846153846153846,0.7704739704739704
001-94229,53,0.5457366083103877,0.39553243982999653,0.55,0.379047619047619
001-94236,50,0.5423278416297874,0.4205358026568226,0.782608695652174,0.5687878787878787
001-94238,54,0.5280764842370771,0.3999404809595841,0.7692307692307693,0.3855026455026455
001-95300,134,0.5380381871771095,0.36632085581751245,0.6666666666666666,0.4866967252017086
001-95768,56,0.584755991263823,0.4641163700277155,0.76,0.7541666666666667
001-96389,155,0.6481061336862577,0.5048617924188639,0.9701492537313433,0.5293647470111515
001-96457,81,0.5611256409436465,0.44415373512194495,0.8648648648648649,0.6482212885154062
001-96585,189,0.54058983937857,0.3853510423424713,0.8867924528301887,0.6047154084305786
001-96587,48,0.5173315979698871,0.3871890130829304,0.8888888888888888,0.5895238095238096
001-97060,47,0.5469915678967601,0.4308321161924497,0.8571428571428571,0.5695238095238094
001-97087,68,0.57057730375386,0.44137305538726057,0.8333333333333334,0.5733333333333334
001-97963,75,0.5268439950572478,0.40958943699260014,0.9166666666666666,0.5448425430778372
001-97969,83,0.5394534848448707,0.4167187854829358,0.9137931034482759,0.6460982362315317
001-98064,108,0.559567621378141,0.41456845607086323,0.9387755102040817,0.6460785659801678
001-98264,40,0.5217003249205076,0.41434494256973264,0.6470588235294118,0.7253968253968254
001-98332,22,0.5508056595211938,0.3883807510847137,0.625,0.8
001-98669,319,0.5672578002097752,0.3996083226831192,0.9247311827956989,0.45844827586206893
001-98684,112,0.5365750678219237,0.3769526918712366,0.7183098591549296,0.5107643202208421
001-98688,110,0.5367808671446022,0.3702199334560663,0.6811594202898551,0.5234751953753017
001-99817,224,0.616184151426559,0.46080920480258525,0.9384615384615385,0.5112790672333006
001-99828,73,0.5883184013267359,0.4661836422772871,0.8787878787878788,0.7400086188321482
001-99832,66,0.5901550856920389,0.44650079756975175,0.8285714285714286,0.6943722943722943
001-99883,58,0.5427743170345039,0.43139981358197693,0.8275862068965517,0.39725490196078433
